ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,ExpectedDomain,DomainFlag
12314,Owais Tohid,Dawn News,Nawa-i-Waqt,Punjab,Lahore,Crime,Health workers go on strike in Punjab,,5000000.0,83.0,,,42.67116722,,712527.6557,1,0,2023-04-13,,Opposition,42199.0,"['Media', 'Politics']",0
12315,Nusrat Javed,Geo News,Express Tribune,Punjab,Rawalpindi,Environment,Flood relief funds under scrutiny,,,,-0.06255618582,,5.246259149,,10000000.0,0,0,2019-06-02,Urdu,Opposition,47841.0,"['Politics', 'Media']",0
12316,Talat Hussain,ARY News,Nawa-i-Waqt,Islamabad,Islamabad,Media,"Judiciary under pressure, say analysts",51.43320614,20000000.0,,,0.0,33.06590712,,10000000.0,,0,2019-12-09,English,,,"['Politics', 'Media']",1
12317,Matiullah Jan,ARY News,Daily Pakistan,Balochistan,Quetta,Economy,Bomb blast near Karachi market,18.11527192,1000000.0,45.0,-0.1346563067,4.0,,,,0,0,2019-07-17,English,Neutral,,"['Judiciary', 'Politics']",0
12318,Nusrat Javed,ARY News,Daily Pakistan,Punjab,Multan,Terrorism,TTP commander killed in operation,,20000000.0,,-1.598811689,,,,5000000.0,0,0,2019-04-12,,Neutral,,"['Politics', 'Media']",0
12319,Nusrat Javed,Geo News,Nawa-i-Waqt,Sindh,Karachi,Media,"Media freedom at risk, says HRCP report",35.43903537,20000000.0,268.0,,,15.62139661,,,0,0,2025-06-15,urdu,Neutral,,"['Politics', 'Media']",1
12320,Umar Cheema,Geo News,Daily Pakistan,Punjab,Multan,Environment,Flood relief funds under scrutiny,74.318595,5000000.0,,,4.0,44.70029529,136166.0,334715.7917,,0,2020-12-09,Urdu,Opposition,41754.0,"['Crime', 'Politics']",0
12321,Dr. Shahid Masood,ARY News,Nawa-i-Waqt,Sindh,Hyderabad,Economy,Aid for Balochistan still missing,,,432.0,0.7394289646,1.0,941711.0,,5000000.0,0,0,2023-12-16,Urdu,,,"['Politics', 'Judiciary']",0
12322,Rauf Klasra,Geo News,Jang,Punjab,Rawalpindi,Politics,Supreme Court issues notice on corruption case,36.07656801,20000000.0,,,,1534183.0,199393.0,5000000.0,1,0,2020-11-15,Urdu,,28514.0,"['Politics', 'Economy']",1
12323,Talat Hussain,ARY News,Daily Pakistan,Punjab,Rawalpindi,Terrorism,Suicide bombing in Peshawar mosque,74.69021144,14848638.0,,0.65919328,5.0,1951178.0,82661.0,10000000.0,,0,2021-07-23,English,Opposition,,"['Politics', 'Media']",0
12324,Saleem Safi,Hum News,The News,AJK,Muzaffarabad,Economy,Dollar hits 300 in open market,,18164118.0,311.0,,,,171315.0,10000000.0,1,0,2022-04-01,Urdu,,,"['Politics', 'Terrorism']",0
12325,Rauf Klasra,Hum News,Express Tribune,AJK,Muzaffarabad,Terrorism,TTP commander killed in operation,,5000000.0,204.0,-1.834946423,1.0,,,5000000.0,0,0,2019-02-07,urdu,,25408.0,"['Politics', 'Economy']",0
12326,Saleem Safi,Dawn News,Nawa-i-Waqt,Punjab,Multan,Environment,Climate change worsening floods,100.0,14301502.0,,-1.705363519,4.0,,,,0,0,2019-03-02,ENG,Neutral,,"['Politics', 'Terrorism']",0
12327,Shahzeb Khanzada,Geo News,Nawa-i-Waqt,AJK,Muzaffarabad,Media,Health workers go on strike in Punjab,,5000000.0,90.0,,,1711964.0,,,0,0,2021-09-01,English,Pro-Govt,15800.0,"['Politics', 'Economy', 'Media']",1
12328,Matiullah Jan,Samaa TV,Dawn,Punjab,Lahore,Economy,Pakistan seeks investment from Gulf countries,,1000000.0,359.0,1.88444567,-1.0,2.873860738,,,1,0,2018-06-24,Urdu,,,"['Judiciary', 'Politics']",0
12329,Mohsin Raza,Geo News,Daily Pakistan,Sindh,Hyderabad,Sports,Cricket team departs for World Cup,100.0,1000000.0,21.0,,,,144952.0,,1,0,2020-02-07,English,Opposition,36209.0,"['Media', 'Politics']",0
12330,Nusrat Javed,Dawn News,Daily Pakistan,AJK,Muzaffarabad,Terrorism,Quetta blast: ISPR releases statement,,,,-1.631366144,0.0,664678.0,,10000000.0,0,0,2021-04-21,Urdu,Pro-Govt,,"['Politics', 'Media']",0
12331,Ansar Abbasi,ARY News,The News,Islamabad,Islamabad,Sports,Women cricket team sets new record,,,,,,1535809.0,,1395854.853,,0,2018-01-06,,Pro-Govt,6006.0,"['Judiciary', 'Politics']",0
12332,Rauf Klasra,Hum News,Dawn,Balochistan,Quetta,Economy,HEC budget slashed again,,,231.0,,,41.49832612,,10000000.0,1,0,2025-06-12,urdu,Neutral,34426.0,"['Politics', 'Economy']",1
12333,Ansar Abbasi,Samaa TV,Express Tribune,Islamabad,Islamabad,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,22.690633,20000000.0,,,0.0,417267.0,,,0,0,2021-03-23,Urdu,,48740.0,"['Judiciary', 'Politics']",0
12334,Rauf Klasra,ARY News,Jang,Punjab,Multan,Media,Dawn faces backlash over editorial,,2990084.0,424.0,-0.6102270371,2.0,,,5000000.0,0,0,2021-10-13,ENG,Neutral,33814.0,"['Politics', 'Economy']",0
12335,Mohsin Raza,Geo News,Jang,Sindh,Karachi,Terrorism,Terrorist attack in Quetta leaves 20 dead,19.36828609,,,,1.0,,,184398.1866,1,0,2018-03-02,,Opposition,45728.0,"['Media', 'Politics']",0
12336,Talat Hussain,Express News,Daily Pakistan,Sindh,Karachi,Sports,Babar Azam century wins the game,83.37744256,8246741.0,418.0,,-1.0,,101013.0,2950951.678,0,0,2023-09-01,English,Pro-Govt,,"['Politics', 'Media']",0
12337,Saleem Safi,Geo News,Nawa-i-Waqt,Sindh,Hyderabad,Education,University students protest fee hikes,100.0,,191.0,-0.8823412613,3.0,1582628.0,54408.0,2756654.731,0,0,2020-07-02,English,Pro-Govt,,"['Politics', 'Terrorism']",0
12338,Mohsin Raza,Geo News,Daily Pakistan,Balochistan,Quetta,Politics,Government to increase petrol price by Rs. 20,20.84551656,1000000.0,,-1.902973133,5.0,,,10000000.0,0,0,2020-06-22,urdu,Pro-Govt,,"['Media', 'Politics']",1
12339,Umar Cheema,Hum News,Daily Pakistan,Sindh,Karachi,Media,Journalists protest censorship in Islamabad,,5297467.0,,0.7116324199,,,,5000000.0,0,0,2018-07-16,Urdu,Opposition,33356.0,"['Crime', 'Politics']",0
12340,Umar Cheema,Geo News,Dawn,Punjab,Rawalpindi,Sports,Hockey team faces funding crisis,,1314122.0,,,5.0,1800504.0,,5000000.0,0,0,2021-12-06,Urdu,Opposition,17310.0,"['Crime', 'Politics']",0
12341,Nusrat Javed,Hum News,The News,Islamabad,Islamabad,Media,Newspaper circulation declines,49.70415627,5000000.0,,,-1.0,1639315.0,180229.0,,0,0,2023-10-15,,Pro-Govt,,"['Politics', 'Media']",1
12342,Umar Cheema,ARY News,Express Tribune,Sindh,Karachi,Politics,High Court stays government decision,,20000000.0,,,,,,3065285.132,1,0,2025-11-21,ENG,,34838.0,"['Crime', 'Politics']",1
12343,Owais Tohid,Express News,Dawn,Sindh,Hyderabad,Politics,PM announces new economic reforms,,10779130.0,,-1.061915247,4.0,35.80627631,38740.0,5000000.0,1,0,2024-12-16,Urdu,Opposition,40200.0,"['Media', 'Politics']",1
12344,Rauf Klasra,Geo News,Jang,Sindh,Karachi,Terrorism,Army chief meets PM over political crisis,,5000000.0,283.0,0.3076483491,2.0,749860.0,92166.0,,0,0,2022-06-21,ENG,Neutral,19555.0,"['Politics', 'Economy']",0
12345,Shahzeb Khanzada,Express News,Dawn,Punjab,Multan,Crime,Court orders release of missing persons,67.51378326,14118665.0,253.0,-0.6345320299,,,189731.0,2107836.845,,0,2019-05-27,urdu,Opposition,,"['Politics', 'Economy', 'Media']",0
12346,Talat Hussain,ARY News,Jang,Punjab,Multan,Sports,Karachi Kings beat Multan Sultans,,15992343.0,208.0,,3.0,5.110943015,,,0,0,2021-02-07,ENG,Pro-Govt,21632.0,"['Politics', 'Media']",0
12347,Shahzeb Khanzada,ARY News,The News,KPK,Peshawar,Sports,Pakistan faces defeat in hockey series,100.0,18056971.0,,,,18.95127387,,,,0,2022-02-25,English,Opposition,11656.0,"['Politics', 'Economy', 'Media']",0
12348,Kamran Shahid,Hum News,The News,Punjab,Rawalpindi,Economy,Trade deficit widens again,61.26999873,20000000.0,438.0,-0.4293388673,,1807973.0,197315.0,,1,0,2019-11-15,ENG,Pro-Govt,34182.0,"['Politics', 'Media']",0
12349,Rauf Klasra,Geo News,Express Tribune,AJK,Muzaffarabad,Education,Aid for Balochistan still missing,82.14071381,20000000.0,328.0,1.569009004,0.0,626853.0,159019.0,10000000.0,,0,2021-09-14,urdu,Neutral,,"['Politics', 'Economy']",0
12350,Owais Tohid,Geo News,The News,AJK,Muzaffarabad,Media,International squash event begins in Islamabad,,20000000.0,,,,8.600018611,,3841248.717,1,0,2018-06-21,ENG,Opposition,,"['Media', 'Politics']",1
12351,Umar Cheema,Hum News,Dawn,KPK,Peshawar,Sports,Karachi Kings beat Multan Sultans,,20000000.0,,,,20.72451596,101171.0,4546515.826,1,0,2020-03-21,ENG,,,"['Crime', 'Politics']",0
12352,Mohsin Raza,Hum News,Jang,Punjab,Lahore,Sports,Babar Azam century wins the game,,,142.0,-1.029282734,,6.981886238,,564636.9681,,0,2023-03-05,Urdu,Pro-Govt,,"['Media', 'Politics']",0
12353,Najam Sethi,Hum News,Daily Pakistan,Punjab,Rawalpindi,Politics,Government announces new health policy,58.99465404,20000000.0,15.0,-1.341099664,4.0,48.20064791,,82579.20252,0,0,2025-06-24,Urdu,Opposition,,"['Politics', 'Media', 'Sports']",1
12354,Talat Hussain,Samaa TV,Nawa-i-Waqt,Sindh,Karachi,Education,Education ministry faces criticism,34.28199433,5000000.0,9.0,-0.2706005012,5.0,,173610.0,3163065.223,1,0,2023-07-26,urdu,Opposition,49956.0,"['Politics', 'Media']",0
12355,Kamran Khan,ARY News,Daily Pakistan,Punjab,Multan,Crime,ARY anchor arrested in midnight raid,,1000000.0,,1.19811638,-1.0,836336.0,,5000000.0,,0,2018-12-12,urdu,,,"['Politics', 'Economy', 'Sports', 'Media']",0
12356,Shahzeb Khanzada,Dawn News,Jang,Islamabad,Islamabad,Terrorism,Suicide bombing in Peshawar mosque,,20000000.0,,1.464021896,1.0,1031038.0,53083.0,10000000.0,0,0,2023-09-27,,,33658.0,"['Politics', 'Economy', 'Media']",0
12357,Najam Sethi,Hum News,Daily Pakistan,AJK,Muzaffarabad,Politics,Government to increase petrol price by Rs. 20,18.63472024,20000000.0,72.0,,,,,4920731.329,1,0,2018-08-12,urdu,Opposition,,"['Politics', 'Media', 'Sports']",1
12358,Umar Cheema,Samaa TV,Nawa-i-Waqt,Sindh,Hyderabad,Media,Dawn faces backlash over editorial,,5612828.0,137.0,1.114890179,-1.0,12.74428772,,,0,0,2020-07-14,,Opposition,8767.0,"['Crime', 'Politics']",0
12359,Talat Hussain,Dawn News,Dawn,Punjab,Lahore,Economy,Pakistan seeks investment from Gulf countries,,3540048.0,405.0,,1.0,,,2941821.464,1,0,2025-11-24,urdu,Opposition,11949.0,"['Politics', 'Media']",0
12360,Kamran Khan,Dawn News,Express Tribune,Sindh,Hyderabad,Politics,Election rigging scandal unfolds in Lahore,,20000000.0,,-1.943353642,,1555061.0,86811.0,,,0,2025-02-16,English,,32478.0,"['Politics', 'Economy', 'Sports', 'Media']",1
12361,Matiullah Jan,Dawn News,The News,Sindh,Karachi,Education,Student unions demand restoration,51.92973908,1000000.0,270.0,1.434756461,,26.26636931,,,,0,2019-08-27,ENG,Pro-Govt,34526.0,"['Judiciary', 'Politics']",0
12362,Ansar Abbasi,Samaa TV,The News,AJK,Muzaffarabad,Politics,Government launches CPEC project in Gwadar,35.78890111,20000000.0,,-0.9559487661,5.0,,,5000000.0,0,0,2024-03-15,ENG,Pro-Govt,1826.0,"['Judiciary', 'Politics']",1
12363,Shahzeb Khanzada,Geo News,Daily Pakistan,Sindh,Karachi,Judiciary,Lawyers boycott proceedings,56.47948175,5000000.0,85.0,,0.0,,,10000000.0,0,0,2022-06-19,urdu,Opposition,,"['Politics', 'Economy', 'Media']",0
12364,Umar Cheema,Express News,Dawn,Sindh,Karachi,Health,Vaccination drive faces shortage,,1000000.0,221.0,,0.0,16.39726403,77322.0,3893232.881,1,0,2022-03-26,,Neutral,,"['Crime', 'Politics']",0
12365,Ansar Abbasi,AbbTakk News,Dawn,Islamabad,Islamabad,Economy,Dollar hits 300 in open market,45.90285405,,,,,,95349.0,4784072.624,0,0,2024-04-16,ENG,Pro-Govt,46477.0,"['Judiciary', 'Politics']",0
12366,Nusrat Javed,ARY News,Dawn,Sindh,Karachi,Sports,Pakistan faces defeat in hockey series,,5000000.0,469.0,1.532845488,,547416.0,,,,0,2024-05-20,urdu,,11826.0,"['Politics', 'Media']",0
12367,Kamran Shahid,Hum News,Daily Pakistan,KPK,Peshawar,Education,Student unions demand restoration,,19575887.0,,,-1.0,379876.0,54021.0,3725544.912,0,0,2023-02-16,ENG,Neutral,27335.0,"['Politics', 'Media']",0
12368,Kamran Shahid,Geo News,Express Tribune,KPK,Peshawar,Terrorism,Quetta blast: ISPR releases statement,89.67944375,15578754.0,,,,40.64075977,121988.0,4525314.858,0,0,2024-01-05,ENG,,,"['Politics', 'Media']",0
12369,Shahzeb Khanzada,Express News,The News,Punjab,Lahore,Politics,Villages submerged in southern Punjab,,20000000.0,,1.587337464,,,114894.0,176354.3925,0,0,2020-01-08,,Neutral,4727.0,"['Politics', 'Economy', 'Media']",1
12370,Shahzeb Khanzada,ARY News,Nawa-i-Waqt,Balochistan,Quetta,Terrorism,Quetta blast: ISPR releases statement,100.0,11178694.0,,1.228755797,2.0,,60176.0,4128308.706,1,0,2020-08-17,Urdu,Neutral,19252.0,"['Politics', 'Economy', 'Media']",0
12371,Kamran Khan,Geo News,The News,Punjab,Multan,Sports,International squash event begins in Islamabad,82.75755393,5000000.0,,-0.4997082247,-1.0,,,,1,0,2018-06-08,urdu,,12395.0,"['Politics', 'Economy', 'Sports', 'Media']",1
12372,Rauf Klasra,Hum News,Express Tribune,Sindh,Karachi,Sports,Babar Azam century wins the game,3.308373135,3586876.0,314.0,,2.0,,,-71505.19875,0,0,2019-08-26,English,Neutral,,"['Politics', 'Economy']",0
12373,Talat Hussain,Dawn News,The News,Balochistan,Quetta,Education,Student unions demand restoration,,18722976.0,,-1.297190546,3.0,15.44754633,,5000000.0,,0,2020-11-18,urdu,Opposition,14438.0,"['Politics', 'Media']",0
12374,Rauf Klasra,Geo News,Jang,KPK,Peshawar,Terrorism,Five soldiers martyred in ambush,56.80854314,5000000.0,,,3.0,1523257.0,93130.0,,0,0,2023-01-04,Urdu,Pro-Govt,9722.0,"['Politics', 'Economy']",0
12375,Mohsin Raza,Hum News,Daily Pakistan,Punjab,Lahore,Terrorism,TTP commander killed in operation,,5000000.0,394.0,-1.284591126,,635085.0,54427.0,,,0,2024-01-27,urdu,Opposition,,"['Media', 'Politics']",0
12376,Ansar Abbasi,Express News,Express Tribune,Punjab,Multan,Judiciary,Lawyers boycott proceedings,,1000000.0,227.0,0.118389798,,,,10000000.0,0,0,2018-02-05,urdu,,25560.0,"['Judiciary', 'Politics']",1
12377,Shahzeb Khanzada,Geo News,Nawa-i-Waqt,AJK,Muzaffarabad,Sports,Pakistan faces defeat in hockey series,,5000000.0,116.0,,2.0,,,5000000.0,0,0,2019-01-14,English,Neutral,,"['Politics', 'Economy', 'Media']",0
12378,Shahzeb Khanzada,Dawn News,The News,AJK,Muzaffarabad,Education,PM announces new economic reforms,,1000000.0,249.0,-1.696543268,3.0,1623483.0,118366.0,10000000.0,1,0,2019-05-18,ENG,Neutral,36047.0,"['Politics', 'Economy', 'Media']",0
12379,Shahzeb Khanzada,Samaa TV,Nawa-i-Waqt,Punjab,Multan,Terrorism,Five soldiers martyred in ambush,,20000000.0,,0.2129904354,,649871.0,,4760229.342,1,0,2021-10-02,English,Opposition,8592.0,"['Politics', 'Economy', 'Media']",0
12380,Asma Shirazi,Express News,Express Tribune,Islamabad,Islamabad,Media,News anchor resigns citing threats,,5000000.0,57.0,-0.4908907817,5.0,,,10000000.0,1,0,2025-05-12,English,Neutral,,"['Politics', 'Media']",1
12381,Mohsin Raza,Geo News,Nawa-i-Waqt,Sindh,Hyderabad,Education,Remittances fall sharply in July,,20000000.0,,-0.5502740249,0.0,,,2385585.379,1,0,2024-07-23,urdu,Pro-Govt,27287.0,"['Media', 'Politics']",0
12382,Ansar Abbasi,Hum News,Express Tribune,Balochistan,Quetta,Terrorism,Five soldiers martyred in ambush,,20000000.0,357.0,,,,,1916919.773,0,0,2020-11-14,Urdu,,29035.0,"['Judiciary', 'Politics']",0
12383,Umar Cheema,Hum News,The News,Islamabad,Islamabad,Crime,Counter-terrorism department arrests suspects,,20000000.0,,,3.0,11.57314075,,,,0,2019-01-05,Urdu,,,"['Crime', 'Politics']",1
12384,Talat Hussain,Geo News,Dawn,Punjab,Lahore,Sports,Karachi Kings beat Multan Sultans,82.73421994,5000000.0,433.0,,,23.02258345,,323829.5054,0,0,2020-12-02,ENG,Pro-Govt,,"['Politics', 'Media']",0
12385,Ansar Abbasi,Hum News,Jang,Balochistan,Quetta,Judiciary,Lawyers boycott proceedings,3.92675117,1000000.0,,0.2245546201,4.0,,63745.0,10000000.0,1,0,2025-06-01,urdu,,,"['Judiciary', 'Politics']",1
12386,Rauf Klasra,ARY News,Express Tribune,Punjab,Rawalpindi,Sports,Karachi Kings beat Multan Sultans,78.87921322,20000000.0,474.0,,1.0,,66029.0,10000000.0,1,0,2024-02-22,,Opposition,,"['Politics', 'Economy']",0
12387,Mohsin Raza,ARY News,Daily Pakistan,Islamabad,Islamabad,Crime,Top court rejects NAB report,43.14341698,20000000.0,361.0,,1.0,36.02228339,192856.0,5000000.0,,0,2025-09-06,,Neutral,47651.0,"['Media', 'Politics']",0
12388,Matiullah Jan,ARY News,Dawn,Sindh,Karachi,Crime,Chief Justice orders suo moto on Karachi violence,97.00668481,,181.0,,5.0,19.23977036,,,0,0,2022-03-25,,Opposition,,"['Judiciary', 'Politics']",0
12389,Umar Cheema,Dawn News,Dawn,Sindh,Karachi,Education,Matric exams leaked in Karachi,90.78488809,1000000.0,,,5.0,18.38596566,63466.0,10000000.0,0,0,2023-12-18,Urdu,Opposition,,"['Crime', 'Politics']",0
12390,Kamran Shahid,ARY News,Jang,Sindh,Hyderabad,Economy,Stock exchange crashes amid crisis,,1000000.0,,-1.932408105,3.0,9.424824761,,10000000.0,0,0,2025-01-06,ENG,Opposition,44262.0,"['Politics', 'Media']",0
12391,Rauf Klasra,ARY News,Jang,Punjab,Multan,Media,Newspaper circulation declines,100.0,20000000.0,,0.5428502109,2.0,1866507.0,190403.0,3451190.767,,0,2023-01-07,,,429.0,"['Politics', 'Economy']",0
12392,Nusrat Javed,Hum News,Jang,Balochistan,Quetta,Terrorism,Terrorist attack in Quetta leaves 20 dead,,20000000.0,455.0,-1.516391388,,19.15313868,,5000000.0,1,0,2025-09-22,urdu,Pro-Govt,17572.0,"['Politics', 'Media']",0
12393,Dr. Shahid Masood,Express News,Jang,Sindh,Karachi,Terrorism,Militant hideout destroyed in KPK,29.48907391,20000000.0,349.0,,,21.0094517,,3848241.443,1,0,2020-01-18,ENG,,27012.0,"['Politics', 'Judiciary']",0
12394,Rauf Klasra,Geo News,Daily Pakistan,Punjab,Multan,Economy,New tax reforms spark debate in parliament,,20000000.0,,0.8881434509,0.0,1389203.0,,5000000.0,,0,2024-02-26,,,,"['Politics', 'Economy']",1
12395,Dr. Shahid Masood,Dawn News,Nawa-i-Waqt,AJK,Muzaffarabad,Sports,Women cricket team sets new record,55.48026271,1531867.0,,,,3.04498166,116225.0,4414124.057,0,0,2018-02-04,urdu,Neutral,40827.0,"['Politics', 'Judiciary']",0
12396,Mohsin Raza,ARY News,Nawa-i-Waqt,Punjab,Multan,Terrorism,Five soldiers martyred in ambush,,20000000.0,,-0.4992278842,,886368.0,68956.0,10000000.0,1,0,2025-09-02,ENG,Neutral,23784.0,"['Media', 'Politics']",0
12397,Najam Sethi,Dawn News,Nawa-i-Waqt,Punjab,Lahore,Crime,Top court rejects NAB report,51.79339789,,,,1.0,1026801.0,34690.0,2327705.431,,0,2025-02-25,ENG,Opposition,,"['Politics', 'Media', 'Sports']",0
12398,Dr. Shahid Masood,Samaa TV,Express Tribune,KPK,Peshawar,Judiciary,Lawyers boycott proceedings,,-46871.0,439.0,,,55450.0,2033.0,,0,0,2023-07-02,urdu,Opposition,10364.0,"['Politics', 'Judiciary']",1
12399,Kamran Khan,ARY News,Daily Pakistan,KPK,Peshawar,Media,Newspaper circulation declines,,1000000.0,290.0,,5.0,,6568.0,5000000.0,0,0,2020-11-14,ENG,,12069.0,"['Politics', 'Economy', 'Sports', 'Media']",1
12400,Shahzeb Khanzada,ARY News,The News,Islamabad,Islamabad,Politics,Opposition stages walkout in National Assembly,41.38639334,5000000.0,418.0,1.959877337,0.0,14.85040952,,3276908.961,0,0,2018-10-20,,Pro-Govt,11115.0,"['Politics', 'Economy', 'Media']",1
12401,Kamran Khan,AbbTakk News,The News,KPK,Peshawar,Media,Newspaper circulation declines,,2758489.0,,-1.913442266,,,115820.0,5000000.0,1,0,2019-08-13,urdu,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",1
12402,Dr. Shahid Masood,Geo News,Dawn,Punjab,Multan,Terrorism,Militant hideout destroyed in KPK,,,,-1.913669998,3.0,1387921.0,,10000000.0,1,0,2022-03-28,urdu,Pro-Govt,30672.0,"['Politics', 'Judiciary']",0
12403,Mohsin Raza,Samaa TV,Express Tribune,Islamabad,Islamabad,Economy,Exports see slight recovery,5.392999983,,,,,,,,,0,2020-12-19,English,,13690.0,"['Media', 'Politics']",0
12404,Kamran Khan,Samaa TV,The News,Sindh,Hyderabad,Terrorism,Terrorist attack in Quetta leaves 20 dead,100.0,17537015.0,355.0,,,,,4169888.974,1,0,2018-10-26,Urdu,Pro-Govt,36545.0,"['Politics', 'Economy', 'Sports', 'Media']",0
12405,Ansar Abbasi,Hum News,Nawa-i-Waqt,Punjab,Multan,Education,Punjab launches scholarship scheme,,,177.0,1.53044463,-1.0,9.500621725,,,0,0,2023-11-27,ENG,Neutral,24196.0,"['Judiciary', 'Politics']",0
12406,Rauf Klasra,Geo News,Dawn,Balochistan,Quetta,Environment,Karachi drainage system collapses,,20000000.0,347.0,0.1893929322,2.0,,,1968077.764,0,0,2024-07-13,Urdu,Neutral,,"['Politics', 'Economy']",0
12407,Saleem Safi,ARY News,Express Tribune,AJK,Muzaffarabad,Media,"Judiciary under pressure, say analysts",,,462.0,0.06888978829,3.0,1330240.0,189118.0,5000000.0,,0,2024-09-09,,Neutral,,"['Politics', 'Terrorism']",0
12408,Kamran Khan,Geo News,Daily Pakistan,Islamabad,Islamabad,Politics,Government to increase petrol price by Rs. 20,29.8411165,4203857.0,227.0,,5.0,,,10000000.0,0,0,2019-05-21,,Pro-Govt,,"['Politics', 'Economy', 'Sports', 'Media']",1
12409,Ansar Abbasi,Hum News,Dawn,Punjab,Lahore,Crime,Court orders release of missing persons,60.08532824,20000000.0,,,,443974.0,104150.0,,1,0,2018-05-16,ENG,Neutral,29202.0,"['Judiciary', 'Politics']",0
12410,Owais Tohid,Express News,Dawn,Islamabad,Islamabad,Economy,Bomb blast near Karachi market,,,458.0,,3.0,806362.0,59660.0,,,0,2022-07-23,,Opposition,12858.0,"['Media', 'Politics']",0
12411,Saleem Safi,Dawn News,Nawa-i-Waqt,KPK,Peshawar,Judiciary,Lawyers boycott proceedings,,19788407.0,497.0,,4.0,406856.0,,1111531.348,0,0,2024-07-21,,Pro-Govt,48886.0,"['Politics', 'Terrorism']",0
12412,Mohsin Raza,Dawn News,Dawn,Punjab,Rawalpindi,Economy,Mental health awareness campaign launched,,6519798.0,,,,44.63175111,,,1,0,2022-01-18,Urdu,,,"['Media', 'Politics']",0
12413,Ansar Abbasi,Hum News,Nawa-i-Waqt,Punjab,Rawalpindi,Environment,Karachi drainage system collapses,72.45630107,16610296.0,,0.7756744149,,909263.0,,1993057.822,0,0,2018-11-02,English,Opposition,3617.0,"['Judiciary', 'Politics']",0
12414,Umar Cheema,AbbTakk News,Jang,Islamabad,Islamabad,Crime,ARY anchor arrested in midnight raid,,11518528.0,,,,,,10000000.0,1,0,2024-02-07,Urdu,Neutral,39183.0,"['Crime', 'Politics']",1
12415,Mohsin Raza,ARY News,Express Tribune,Sindh,Karachi,Sports,Pakistan faces defeat in hockey series,71.60965292,1000000.0,273.0,,,1261832.0,163762.0,,0,0,2024-08-05,English,Opposition,,"['Media', 'Politics']",0
12416,Saleem Safi,Geo News,Nawa-i-Waqt,Sindh,Hyderabad,Environment,Climate change worsening floods,,15939645.0,172.0,-0.08883031813,,39.24158502,,5000000.0,0,0,2024-12-12,ENG,Neutral,28481.0,"['Politics', 'Terrorism']",0
12417,Mohsin Raza,Samaa TV,Daily Pakistan,KPK,Peshawar,Judiciary,New universities to be established,88.41716281,1000000.0,,-0.9930324977,4.0,1756196.0,51603.0,,1,0,2022-11-16,English,Opposition,3899.0,"['Media', 'Politics']",0
12418,Dr. Shahid Masood,ARY News,Nawa-i-Waqt,KPK,Peshawar,Judiciary,CJ addresses bar association,,1000000.0,13.0,0.8939076495,5.0,,,5000000.0,0,0,2019-02-02,ENG,Opposition,,"['Politics', 'Judiciary']",1
12419,Mohsin Raza,Dawn News,Nawa-i-Waqt,Punjab,Lahore,Sports,Babar Azam century wins the game,,5000000.0,103.0,,4.0,8.482927427,107685.0,10000000.0,,0,2020-01-02,ENG,Opposition,22932.0,"['Media', 'Politics']",0
12420,Asma Shirazi,Hum News,Jang,Punjab,Multan,Economy,Exports see slight recovery,36.34754478,5000000.0,360.0,,,,,10000000.0,0,0,2021-07-23,,,,"['Politics', 'Media']",0
12421,Umar Cheema,Dawn News,Dawn,Sindh,Karachi,Environment,Floods devastate Sindh villages,19.48092471,18446326.0,,0.4897223677,5.0,23.47910889,123069.0,,0,0,2020-07-28,ENG,,,"['Crime', 'Politics']",0
12422,Owais Tohid,Geo News,Express Tribune,Punjab,Lahore,Environment,Flood relief funds under scrutiny,,20000000.0,,1.985407036,-1.0,,,5000000.0,0,0,2020-09-26,urdu,Pro-Govt,,"['Media', 'Politics']",0
12423,Talat Hussain,Samaa TV,Express Tribune,KPK,Peshawar,Sports,New talent emerges in under-19 cricket,23.50888457,1000000.0,156.0,0.8350247298,,,,1646294.829,0,0,2021-12-16,Urdu,Pro-Govt,,"['Politics', 'Media']",0
12424,Ansar Abbasi,Express News,Nawa-i-Waqt,Sindh,Hyderabad,Education,Punjab bans junk food in schools,,,61.0,1.554584355,,,,4737861.668,0,0,2024-02-24,,Neutral,,"['Judiciary', 'Politics']",0
12425,Najam Sethi,Express News,Express Tribune,Punjab,Multan,Economy,Bomb blast near Karachi market,100.0,,,,,9.212122021,24078.0,3788007.191,0,0,2024-05-09,Urdu,Pro-Govt,,"['Politics', 'Media', 'Sports']",0
12426,Mohsin Raza,Hum News,The News,Punjab,Lahore,Economy,Health workers go on strike in Punjab,59.62594676,20000000.0,,-0.7294809268,2.0,43.59678709,67246.0,736301.8873,,0,2020-11-18,English,Opposition,47660.0,"['Media', 'Politics']",0
12427,Talat Hussain,Express News,Daily Pakistan,Sindh,Karachi,Judiciary,CJ addresses bar association,,20000000.0,,0.2767893308,,,114968.0,10000000.0,0,0,2019-11-04,ENG,Neutral,,"['Politics', 'Media']",0
